Title,Latitude,Longitude,Region,Country,Zone Type,Zone Specialization,Management Type,Management Company,SEZ Framework,Nearest Airport,Nearest Airport Distance (km),airportlat,airportlong,Capital City,Capital City Distance (km),capitallat,capitallong,Nearest Port,Nearest Port Distance (km),Note,URL,Populous City,Populous City Distance (km),portlat,portlong,Size (Hectares),size_class,Source,Status,ID,Created,Created By,Modified,Modified By
"Quaid-E-Azim Apparel Park","24.8617501","67.3292553","South Asia","Pakistan","Specialized Zone","Textiles","Public","Punjab Industrial Estates Development & Management Company (PIEDMC)","Special Economic Zones Act, 2012","Jinnah International Airport","17.7","24.9065","67.160797","Islamabad","1,134.9","33.7","73.1666","Muhammad Bin Qasim","11",,"https://www.invest.gov.pk/sites/default/files/2020-09/Quaid-eAzam.pdf","Karachi","34.3","24.76282","67.33042","752.7","5",,"Active","3052","4/24/2021 7:02","fergal hourigan","11/19/2021 9:00","fergal hourigan"
"Ngardmau Free Trade Zone","7.5895987","134.5345898","Oceania","Palau","Free Trade Zone","N/A","Public","Ngardmau Free Trade Zone Authority","The Free Trade Zone Act of 2003","Babelthuap Airport","24.8","7.36731","134.544236","Koror","28.1","7.3452","134.4695","Port of Koror","30","http://www.paclii.org/pw/legis/consol_act/fratt28291/","https://www.state.gov/reports/2018-investment-climate-statements/palau/","Ngerulmud","14","7.33151","134.4567","0.4","1",,"Active","3053","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"National Capitol Complex Tax Free Zone","7.5110552","134.5699933","Oceania","Palau","Free Trade Zone","N/A","Public","Melekeok State Government","The Free Trade Zone Act of 2003","Babelthuap Airport","16.3","7.36731","134.544236","Koror","21.5","7.3452","134.4695","Port of Koror","23.6","http://www.paclii.org/pw/legis/num_act/nctfzar8202010354/","http://www.pireport.org/articles/2010/11/30/palau-capital-district-be-tax-free-business","Ngerulmud","6.1","7.33151","134.4567","0.7","1",,"Active","3054","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Bethlehem Industrial Estate -BIE","31.7048291","35.199374","Middle East","Palestine","Export Processing Zone","N/A","Public-Private Partnership","BMIP, AFD,PIEFZA and PWA.","Law No. 10 of 1998 on Industrial Estates and Industrial Free Zones","Ben Gurion International Airport","45.2","32.0113983","34.8866997","Ramallah","22.2","31.904508","35.2070836","Tel Aviv","59.1","https://www.mas.ps/files/server/20182211130730-1.pdf","http://www.bmipbethlehem.com/index.php/component/k2/item/7-welcome-to-bethlehem-industrial-estate","Al Quds","8.4","32.09277","34.7723","20","4",,"Active","3055","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Gaza Industrial Estate (GIE)","31.4765476","34.4752289","Middle East","Palestine","Export Processing Zone","N/A","Public","PALESTINIAN INDUSTRIAL ESTATES & FREE ZONES AUTHORITY (PIEFZA)","Law No. 10 of 1998 on Industrial Estates and Industrial Free Zones","Ben Gurion International Airport","71.2","32.0113983","34.8866997","Ramallah","84.1","31.904508","35.2070836","Gaza","6.6",,"https://www.mas.ps/files/server/20182211130730-1.pdf","Beersheba","42.1","31.52247","34.43192","50","4",,"Active","3056","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Jericho Argo- Industrial Park (JAIP)","31.8595075","35.4469982","Middle East","Palestine","Export Processing Zone","N/A","Public-Private Partnership","PIEFZA and Japan International Cooperation Agency (JICA)","Law No. 10 of 1998 on Industrial Estates and Industrial Free Zones","Amman-Marka International Airport","53","31.9727001","35.9916","Ramallah","23.2","31.904508","35.2070836","Hadera","85.4","https://www.youtube.com/watch?v=DTQ_OxCh24A&feature=youtu.be","https://www.jica.go.jp/palestine/english/activities/index.html","Al Quds","22.8","32.46308","34.88719","61","4",,"Active","3057","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Jenin Industrial Free Zone (JIFZ)","32.4572845","35.2847044","Middle East","Palestine","Free Trade zone","N/A","Public-Private Partnership","The Turkish Industrial Estate Developer TOBB-BIS, KFW Group & PIEFZA","Law No. 10 of 1998 on Industrial Estates and Industrial Free Zones","Haifa International Airport","45.3","32.8093987","35.0430985","Ramallah","62","31.904508","35.2070836","Haifa","47.6",,"https://www.tobb.org.tr/UlkeRehberi/Documents/Ulkeler/filistin/PQ%20Docs_27092017%20(1).pdf","Nazareth","27.5","32.81873","35.0141","95","4",,"Under Development","3058","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Colón Free Zone","9.3534159","-79.8931256","Central America","Panama","Charter City","N/A","Public-Private Partnership","Colon Free Zone","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Enrique Adolfo Jimenez Airport","2.8","9.3566399","-79.8674011","Panama","56.6","9.0118681","-79.5112686","Manzanillo","1.3",,"http://www.zolicol.gob.pa/en","Colón","2.4","9.36077","-79.88367","1064","6",,"Active","3059","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Parque Logí­stico de Panamá","9.1027396","-79.3560113","Central America","Panama","Diversified Zone","N/A","Private","Grupo Corporativo Pérez","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Tocumen International Airport","4.6","9.0713596","-79.3834992","Panama","19.8","9.0118681","-79.5112686","Balboa","27.6",,"https://www.plp.com.pa/en/","Panama City","24.6","8.96003","-79.5613","46","4",,"Active","3060","4/24/2021 7:02","fergal hourigan","11/19/2021 9:06","fergal hourigan"
"Zona Franca de Albrook","8.9864568","-79.5542028","Central America","Panama","Export Processing Zone","N/A","Private","Zona Procesadora de Exportación Albrook, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Marcos A. Gelabert International Airport","1.5","8.97334","-79.555603","Panama","5.5","9.0118681","-79.5112686","Balboa","3",,"https://www.albrookpark.com/","Panama City","3.1","8.96003","-79.5613","1.2","3",,"Active","3061","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca de Chilibre","9.1628864","-79.5931475","Central America","Panama","Export Processing Zone","N/A","Private","Expert Diesel, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Marcos A. Gelabert International Airport","21.5","8.97334","-79.555603","Panama","19.1","9.0118681","-79.5112686","Paraiso","15.6","https://expertdieselpanama.com/","https://logistics.gatech.pa/es/assets/special-economic-zones/free-zones/chilibre","Panama City","22.7","9.02663","-79.6272","1.3","3",,"Active","3062","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca de Hewlett Packard","9.0158846","-79.5371396","Central America","Panama","Export Processing Zone","N/A","Private","Hewlett Packard Global Services Panamá, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Marcos A. Gelabert International Airport","5.2","8.97334","-79.555603","Panama","2.9","9.0118681","-79.5112686","Balboa","6.8",,"https://logistics.gatech.pa/es/assets/special-economic-zones/free-zones/packard","Panama City","5.3","8.96003","-79.5613","1.6","3",,"Inactive","3063","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca Panexport","9.0539317","-79.5054469","Central America","Panama","Export Processing Zone","N/A","Private","Inmobiliaria SUCASA, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Marcos A. Gelabert International Airport","10.5","8.97334","-79.555603","Panama","4.7","9.0118681","-79.5112686","Balboa","12.1",,"http://www.panexport.net/","Panama City","10","8.96003","-79.5613","4.1","3",,"Active","3064","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca Isla Margarita","9.3854751","-79.8852058","Central America","Panama","Export Processing Zone","N/A","Private","Isla Margarita Development, Inc.","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Enrique Adolfo Jimenez Airport","3.8","9.3566399","-79.8674011","Panama","58.5","9.0118681","-79.5112686","Manzanillo","2.8",,"https://logistics.gatech.pa/es/assets/special-economic-zones/free-zones/isla-margarita","Colón","2.5","9.36077","-79.88367","7.6","3",,"Active","3065","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca Eurofusión","9.0015977","-79.5280924","Central America","Panama","Export Processing Zone","N/A","Private","Eurofusión, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Marcos A. Gelabert International Airport","4.4","8.97334","-79.555603","Panama","2.2","9.0118681","-79.5112686","Balboa","5.9",,"https://logistics.gatech.pa/es/assets/special-economic-zones/free-zones/eurofusion","Panama City","3.8","8.96003","-79.5613","8","3",,"Active","3066","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca del Istmo","9.1079931","-79.3578264","Central America","Panama","Export Processing Zone","N/A","Private","Zona Franca del Istmo, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Tocumen International Airport","5","9.0713596","-79.3834992","Panama","20","9.0118681","-79.5112686","Balboa","27.8",,"http://www.gcp.com.pa/zona-franca.asp","Panama City","24.8","8.96003","-79.5613","14","4",,"Active","3067","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca Marpesca Corozal","8.9768159","-79.5702155","Central America","Panama","Export Processing Zone","N/A","Private","Procesadora Marpesca, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Marcos A. Gelabert International Airport","1.7","8.97334","-79.555603","Panama","7.6","9.0118681","-79.5112686","Balboa","2.1","https://marpesca.com/oldwebmarpescax/","https://logistics.gatech.pa/es/assets/special-economic-zones/free-zones/marpesca","Balboa","3","8.96003","-79.5613","16","4",,"Active","3068","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca Panapark","9.0979466","-79.3197377","Central America","Panama","Export Processing Zone","N/A","Private","Consoricio Industrial de Las Américas, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Tocumen International Airport","7.6","9.0713596","-79.3834992","Panama","23.1","9.0118681","-79.5112686","Balboa","30.7","https://www.gloopla.com/PA/Panama-City/820138368148167/Panapark-Free-Zone","https://panaparkfreezone.com/en/","Panama City","27.5","8.96003","-79.5613","51","4",,"Active","3069","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca de Las Américas","9.0898452","-79.3109626","Central America","Panama","Export Processing Zone","N/A","Private","Mi Morocho, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Tocumen International Airport","8.2","9.0713596","-79.3834992","Panama","23.7","9.0118681","-79.5112686","Balboa","31.1",,"https://logistics.gatech.pa/es/assets/special-economic-zones/free-zones/las-americas","Panama City","27.9","8.96003","-79.5613","200","5",,"Active","3070","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Panama-Tocumen International Airport","9.0668599","-79.3893159","Central America","Panama","Free Trade Zone","N/A","Private","Aeropuerto Internacional de Tocumen, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Tocumen International Airport","0.8","9.0713596","-79.3834992","Panama","14.7","9.0118681","-79.5112686","Balboa","22.3",,"http://tocumenlogisticshub.com/","Panama City","19.3","8.96003","-79.5613","220","5",,"Active","3071","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Panamá Pacífico Special Economic Area","8.9097621","-79.5885685","Central America","Panama","Free Trade Zone","N/A","Public-Private Partnership","London and Regional Panama","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Marcos A. Gelabert International Airport","8","8.97334","-79.555603","Panama","14.2","9.0118681","-79.5112686","Balboa","6.3",,"http://www.panamapacifico.com/en","Balboa","5.1","8.96003","-79.5613","1390","6",,"Active","3072","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Baru Free Zone (Tourist and Multimodal Logistics Support Zone)","8.2724022","-82.859172","Central America","Panama","Free Trade Zone","N/A","Public","Barú Tourist Free Zone and Multimodal Logistics Support","Law No. 19 of 2001, Law 32 of 2011* Law 120 of 2013, and Law No. 8 of April 4, 2016","Coto 47 Airport","38.6","8.6015596","-82.9685974","Panama","377.5","9.0118681","-79.5112686","Puerto Armuelles","0.6","https://logistics.gatech.pa/en/assets/special-economic-zones/baru **Exemptions granted by Law 32 of 2011, would be applicable to companies Incorporated within the Baru Free Zone.

Income Tax Exemption on all national or international operations, and applicable to Companies offering logistical services, high technological services, scienti c research, higher education, general utilities, health care and environmental services.

Custom Duties and VAT Exemption on the introduction of merchandise and other goods within the special zone. (https://issuu.com/panamcham/docs/_doing_business_in_panama_2020/s/11377921)","http://www.zfb.gob.pa/","Puerto Armuelles","1.5","8.27723","-82.8581","58800","7",,"Active","3073","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Zona Franca Cobol Due","7.9529533","-80.4703267","Central America","Panama","Specialized Zone","Agriculture","Private","Cobol Due, SA","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Alonso Valderrama Airport","7.7","7.9878402","-80.4096985","Panama","158.3","9.0118681","-79.5112686","Aguadulce","29.3",,"http://www.cobolduesa.com/pei/","Chitré","5.9","8.21583","-80.4757","12","4",,"Under Development","3074","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"City of Knowledge (Ciudad del Saber)","9.0001067","-79.5924068","Central America","Panama","Specialized Zone","Tech","Public-Private Partnership","City of Knowledge Foundation","Law No. 19 of 2001, Law 120 of 2013, and Law No. 8 of April 4, 2016","Marcos A. Gelabert International Airport","5","8.97334","-79.555603","Panama","9","9.0118681","-79.5112686","Paraiso","4.8",,"https://ciudaddelsaber.org/en/","Balboa","6.3","9.02663","-79.6272","120","5",,"Active","3075","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Nadzab (Momase) Special Economic Zone","-6.5948645","146.7977284","Oceania","Papua New Guinea","Export Processing Zone","N/A","Public","Nadzab Special Economic Zone Authority","Special Economic Zones Authority Act 2019","Nadzab Airport","8.4","-6.569803","146.725977","Port Moresby","322.4","-9.4647","147.1925","Lae","25.5","https://www2.deloitte.com/content/dam/Deloitte/pg/Documents/financial-services/deloitte-pg-fs-papua-new-guinea-budget-281119.pdf","https://www.thenational.com.pg/govt-will-back-people-in-billion-kina-project-basil/","Lae","26.2","-6.73497","146.9797","1426","6",,"Under Development","3076","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
"Bana (Bougainville) Special Economic Zone","-4.9851391","154.5597465","Oceania","Papua New Guinea","Free Trade Zone","N/A","Public","Autonomous Bougainville Government","Special Economic Zones Authority Act 2019","Buka Airport","50.3","-5.4223199","154.6730042","Port Moresby","954.1","-9.4647","147.1925","Buka","51.4",,"https://www.abg.gov.pg/index.php/news/read/special-economic-zone-launch-in-bana","Sohano","51","-5.43517","154.6643","93","4",,"Under Development","3077","4/24/2021 7:02","fergal hourigan","11/19/2021 9:07","fergal hourigan"
